	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46
20911508	0.017397966585376824	0.007253284062933122	0.008702808773213947	0.011268136244928199	0.002087767099670119	0.012323645517110893	0.010971069885775942	0.0012177585448323565	0.0003056671690114874	0.014419661954396808	0.027006388222081262	0.003353294279141322	0.009375109722599037	0.009108779182652123	0.0	0.0	0.003805004306988162	0.011337618263789746	0.0	0.0	0.012143873220757623	0.0035190895521451065	0.011777247570287737	0.0	0.0023494310666956767	0.010191603656164994	0.0009343504818541725	0.0004419274741135972	0.0	0.00889225123704064	0.015523700461034759	0.0	0.006324408650341742	0.0	0.016651884012029747	0.0	0.0072946470064061296	0.009446715126010459	0.009684905138863201	0.00046727121758508147	0.003517927213565318	0.0037262630477468074	0.022333148630514332	0.0	0.0033669689255439055	0.017399341831788106
20914669	0.0062037301721392865	0.0021759147336064934	0.015536100534402433	0.0	0.00968125064789099	0.0	0.005729831952157547	0.018417661886506353	0.012442713682132399	0.0	0.0	0.0033486694375253986	0.009613157389814117	0.0	0.00469562525184733	0.013272755592696013	0.0	0.004397591583200016	0.0026706882373746027	0.019729044380883604	0.0007234493773787853	0.0003127646120761606	0.0	0.015040751655321302	0.0	0.0	0.024782449036494153	0.011688629893409548	0.0	0.0	0.005094329188789614	0.0	0.01444452076478798	0.014980462737926168	0.016571432843588998	0.025208476431288977	2.8238998301619654e-05	0.00021489499130275397	0.01153221959921388	0.0	7.583097947442546e-05	0.018142377941465587	0.0	0.00034748364441413094	0.011587825497797884	0.006175754845696142
20920239	0.00816835556522822	0.0	0.008193861490330601	0.00627203043958528	0.006000723071886438	0.003190721109015718	0.0	0.0	0.0102522379625004	0.0	0.011167724658323044	0.00013198543614396433	0.0015547634860500026	0.012770180144753611	0.002782641119107789	0.0032306361752918477	0.008647037266163242	0.005091223466193653	0.010672015043974742	0.0001920269030069557	0.0	0.0	0.003065579398518868	0.0073588364011786134	0.004492781877431801	0.014466595183037315	1.8123877307473579e-06	0.012937497761864281	0.014543633678589369	0.004747756175291216	0.0027959655641656466	0.002009406091970029	0.002527244719560597	0.011077453684694488	0.0	0.00951767427950195	0.012850734893080635	0.008856836464621116	0.005495327514505856	0.001992557776375305	0.020849494653271808	0.009669885913300763	0.006146290434546057	0.010695115346788225	0.01214097453974494	0.014396663089774279
20922259	0.0067005241599821345	0.0	0.008417648428828313	0.006053803331307948	0.013093231920550358	0.0033397233760142845	0.0032550419643533144	0.013127387444600265	0.006067062804809676	0.011119526338808795	0.013015904696396756	0.0	0.004344975522475333	0.007606998090513877	0.0	0.00044165919828418747	0.004030851732681015	0.01301031410535024	0.010009468375018373	0.0	0.011073051361129344	0.005407887836410402	0.0034031509022104775	0.006307628057214814	0.0039466657016318804	0.0020751635493142006	0.015642170848130393	0.0	0.015142786576828432	0.008392864536917732	0.014128321763855763	0.0024480125592725604	0.008202264034926854	0.0	0.006870261324957088	0.005548097647816401	0.002804960650022074	7.248444517378989e-05	0.003062743164869712	0.01168263225771812	0.002777191088859764	0.002258305789890985	0.012695918010820158	0.005429281471514571	0.008740445187922326	0.012989884641661769
20925996	0.02082991808034959	0.0005252507896946916	0.0	0.018141762711699764	0.0	0.016146177719270245	0.004908591506584456	0.006213870137812499	0.0	0.014622000669443226	0.01465701650712575	0.005746784069802251	0.014912065749295865	0.01638817230918509	0.0	0.0	0.0	0.011377617457641315	0.0	0.0	0.005374945430076283	0.0024856398367511445	0.012318960733512315	0.013258921957565326	0.0031083084343457475	0.01030401853793466	0.0	0.0	0.003385851658219445	0.011451733458043184	0.00657994369930819	0.001017734307134284	0.007064332410490078	0.0	0.015780806805468773	0.0	0.005823483603597695	0.003886936449532895	0.0	0.004268344886103595	0.012073333755401731	0.006870555729036453	0.005692441992535442	0.0	0.012767773267688456	0.01798036968749598
20933324	0.013920368427558283	0.007283312883201546	0.009233275723977464	0.007321168628010424	0.0057939468907971985	0.004412135406550112	0.009997215136753173	0.005845611368075013	0.004921527447466648	0.009641828282294058	0.011056411832144132	0.0	0.0063895264287462785	0.009092070147681389	0.0	0.0	0.0	0.01096808754735724	0.006430210840400461	0.0	0.0005016642212876113	0.0017379324159350206	0.004318885069219417	0.012213810789535321	0.006225896811632922	0.015665385081768898	0.003804613844683625	0.005840101849726063	0.007935347035731444	0.008115308153349456	0.013328991206299951	0.0027874144769399123	0.00814380569123037	0.008058097521869579	0.005640619252810808	0.0	0.005647428657977696	0.006711352723153202	0.011003102133117641	0.010677289646639143	0.002426782906255293	0.004065045412950145	0.00247511993964875	0.0035521426730919996	0.012095721713038899	0.009584803903415259
20946545	0.0	0.0306750324826235	0.010284466744929497	0.0	0.024663436364507307	0.0	0.0	0.0	0.0	0.0	0.0	0.008221188063441975	0.0	0.0	0.004231188754380189	0.0	0.0066029048781723896	0.0	0.0	0.011858632804861439	0.016988006484648162	0.0004844242869170755	0.02426373674146516	0.002705245591758192	0.0	0.0	0.005084197403239035	0.00033959387367574786	0.0	0.013628249037963348	0.0	0.0	0.02281389144217146	0.003038005275901592	0.016805708038832422	0.0009408808178225356	0.0	0.0	0.011338861541695952	0.0053180204131250955	0.029077763376988055	0.0	0.0	0.014726761218925665	0.02494139868044151	0.0
20964295	0.0	0.002792659228896506	0.0004082100387024727	0.0063916194132893475	0.012648746390555845	0.0017748118547102694	0.004214571533798617	0.008233402380597457	0.00906647015630361	0.004568415462158728	0.007893413923824803	0.00605182763152924	0.0009968743342805325	0.0032294568264771683	0.008375631384528187	0.018132890575310732	0.008942704420170637	0.006971394817790787	0.01932271009144946	0.011058091508269639	0.0047110057063592375	0.00462463923156127	0.0014366688652577308	0.0	0.008833437010523089	0.006873469749547997	0.004336046096646679	0.012552971064362078	0.008295255563042041	0.0	0.0	0.01430805794356228	0.007616520855126013	0.005751088893104158	0.00814201701265454	0.012911921829249665	0.003737795759371398	0.011821922932731405	0.007080148239394414	0.002710586472627395	0.005155831021052684	0.00872332919752789	0.010482863239801816	0.007682757522319194	0.0041707578283843635	0.004370561705900395
20989910	0.0076296130792771755	0.0	0.016933694195309313	0.0047683588550728635	0.003768074927267155	0.0010861223810418206	0.0	0.00012845824318706055	0.000456035937165355	0.0	0.005970474089649503	0.009804512519075008	0.0023808063778862393	3.899106492502427e-05	0.0008311341589544988	0.010789406570088006	0.004124581092196545	0.0	0.014210627729166056	0.020273005690294884	0.006211453535986594	0.003569274494414304	0.0	0.0017283735728935703	0.0	0.009368124925055519	0.005876211156234723	0.004977718820557062	0.006389999043781594	0.008775258017798868	0.0	0.0	0.0033797001654130316	0.01686825355572506	0.003741788364995075	0.00968129919907023	0.014985519614174096	0.005814990366067101	0.014223045859739573	0.01237704258264997	0.0057710950021932165	0.001922327538946486	0.0047638431014544284	0.0017745950940903628	0.0	0.014598775706214408
21000180	0.0	0.04708857740532906	0.0	0.0	0.026443201399210983	0.0	0.0014460008986258998	0.0	0.0	0.0	0.0	0.00733646892860595	0.0	0.0061064547263859105	0.0005554237710047923	0.00884784352729991	0.005124767760655034	0.0	0.000706537979553955	0.016235989980240725	0.01920930186084543	0.009366178231254331	0.006677415896172306	0.0	0.0	0.01690989000170223	0.006558966016650908	0.0	0.015137062172100568	0.013343548864850964	0.002494897846143224	0.0	0.0	0.0036550776556571298	0.0	5.999029828640042e-05	0.009521155680115417	0.0	0.0	0.011386403245679381	0.003803853075272984	0.0	0.0	0.004312614187989403	0.0	0.006351975059520666
21000630	0.0	0.012964605712448573	0.0	0.0	0.0038456945919031734	0.014078903409820426	0.029040359250222268	0.0	0.004332043591479446	0.009880439960331612	0.003473291366454069	0.0	0.0	0.00013551785107293222	0.01642444510274629	0.0	0.016679277529188245	0.0	0.0	0.0	0.018256400771146795	0.016370770214480867	0.005570579926188115	0.0	0.028049489880734208	0.0002075573308938796	0.005836801860583475	0.026296029255777127	0.0	0.0	0.0	0.007401256721888681	0.017928739022123035	2.0207174906129356e-05	0.0	0.027090092625071144	0.0019221755244985788	0.007906777966447011	0.005432082727523166	0.017283783843986513	0.0	0.0	0.004469740846253162	0.0036585057157974745	0.003964729736812102	0.0
21002524	0.005348439717165615	0.0022550841857955847	0.006674631054984671	0.003378765843505659	0.018352388898160456	0.0	0.002496033346321799	0.0013321809152897495	0.0	0.0	0.0	0.009673996412348587	0.0	0.007982600360006182	0.001489937185718756	0.003434985533721211	0.010260268917818354	0.0070652771939249326	0.007450369365118775	0.00867326382303379	0.005185478084057772	0.01388224906757775	0.011720532218817036	0.00579573511441035	0.011149918625530287	0.007319163406587609	0.010851636628021083	0.012136793549532194	0.004313472709187675	0.012870397189232724	0.0	0.006062820801262404	0.0	0.01143307914411535	0.0	0.010175890500499024	0.0	0.009773256431382974	0.003807683241449915	0.007347601383744228	0.000834309006638348	0.004799960691742428	0.0090520706959619	0.015766734263384617	0.0030020640372446406	0.0028302265823749975
21125782	0.01653438994432505	0.0096785143254588	0.0010399006600298926	0.011538771913538045	0.0019595715861491524	0.011330317390738873	0.003500614540130221	0.010406610706627859	0.004437923297473892	0.006278270795043299	0.011165661192229554	0.0055193680821655185	0.0041771434803951285	0.014693299770761075	0.0	0.0	0.0014410158075727608	0.013548063758497129	0.0	0.0036828129422127385	0.018143650043163536	0.006944111276010275	0.024177974743187936	0.01982031709370494	0.010732854912688342	0.0006214304113368739	0.0024662207020853793	0.0	0.0026429291497855625	0.005460592350349239	0.01424175327620291	0.0	0.0055335690283575215	0.0	0.01839274680413798	0.0	0.00029210286572146254	0.014362771118522097	0.0	0.0	0.003667931744734137	0.00592958780899963	0.007903928963411038	0.0	0.00920246716766504	0.018395423576087245
21176459	0.0	0.00577650680469819	0.01736007904071227	0.00602187960337758	0.0035557736154929716	0.011033279859740468	0.0009252909623466805	0.0	0.0038489164265213655	0.0	0.003552302567776997	0.012307140932694596	0.01212154808553585	0.0	0.0	0.004029129259226552	0.004610392457679688	0.0	0.007779872802158575	0.015399777895450937	0.0	0.0058416378720239585	0.0	0.0	0.0	0.023765770774556418	0.009331505842284227	0.006079110591678911	0.0	0.005957314013828388	0.001013830344190593	0.009857250617040483	0.0	0.020860964975977926	0.005021219818659265	0.0	0.0	0.0017927027627226027	0.0	0.025077361424903626	0.0	0.0	0.026233124080992026	0.02093078741858891	0.0	0.0
21183160	0.00215088925174336	0.004508004390941732	0.0	0.0	0.009368767646878804	0.0015560742646399518	0.005161506365967802	0.0	0.004660376069113401	0.008669062545647943	0.0008650766907859914	0.003663552866317545	0.0	0.013981330005155687	0.006365920935039528	0.005397931922094223	0.013705657348809026	0.0	0.005935944244766922	0.006234645746246404	0.0	0.03072566178459182	0.011948857405277888	0.0	0.02244623375354654	0.0	0.0007381092547291921	0.019237964571781084	0.01659614739574691	0.0	0.0	0.007929149869896502	0.0034518458747941783	0.0	0.0	0.01827569848432961	0.0	0.0073591093513502275	0.01370868018900642	0.006750087214176731	0.014741808670576334	0.010686222620813207	0.01582151165527628	0.0004260377601696105	0.0006959267131235187	0.0025445301973486103
21189544	0.005543289752686082	0.009270837131444743	0.0009429071142928636	0.00869773564929936	0.00323513931363883	0.021052033054276536	0.004120916294920048	0.0	0.005005789254979761	0.00403086394483771	0.009173384741304866	0.009493503463461192	0.013968150092148973	0.006692656693131948	0.0006987528485562752	0.005791929266488865	0.004885164478605941	0.005500340402474475	0.005096048796259132	0.0	0.003243697096828252	7.810772498672672e-05	0.0	0.0027971965376792137	0.003982558544376526	0.005799210897153886	0.0	0.014182908207605642	0.0037925197376786476	0.0074011113900406145	0.0	0.003607055225589094	0.00537580263777821	0.016832756308443497	0.0	0.01170706530559984	0.012743171648514006	0.006690576239958595	0.0	0.015872656623883465	0.006452714817020553	0.0006534512359335239	0.01166028197644516	0.016163831264268735	0.005628831485673157	0.004752672589522608
