	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14
DAPP1	0.005429381777049772	0.0	0.0	0.005663463375735057	6.775033176401508e-05	0.00037688724248742495	0.005696237137167526	0.007417583406243054	0.0	0.015397867966050265	0.0034662375739777343	0.0034992059106811564	0.0	0.003037409263608453
MAD2L1	0.0	0.0	0.0012929730899489927	0.01189852373892344	0.0	0.005003591060582346	0.003955667071314704	0.0017538636088325892	0.0	0.010915980644707684	0.0074459454676708	0.007132354461882905	0.0	0.005906259695683214
TMEM154	0.0	0.0023537325451722527	0.0037085125825503267	0.0034903703162261898	0.0	0.012131550627362986	0.01182369249017966	0.003075482636041851	0.007061230760843852	0.0	0.0	0.004518706647801101	0.0	0.0
PLRG1	0.00765506307051804	0.0	0.0038448562240587414	0.0049925850366142124	0.001564870744092486	0.0	0.0019911591282527554	0.005699974485273184	0.007139588837724664	0.0014885346422442358	0.0	0.01046214610518322	0.0	0.00020215119547304595
TDO2	0.006714952716785412	0.0009759619764826205	0.0008109718305807873	0.005417641311802007	0.008023530049277059	0.0	0.0	2.5307866748496235e-05	0.008889099429952883	0.0	0.005431382470731602	0.0	0.005976918294765014	0.008061397444470307
GPBP1	0.009540230740137318	0.0006566004275326396	0.0	0.002888111744435018	0.0	0.0	0.0008779038878711534	0.006127377548663379	0.009772151725562506	0.0030400569998884383	0.0009551752759860529	0.0	0.005870758573599102	0.00850215426233142
TRAPPC13	0.0	0.005114815885769677	0.01044009077439859	0.0021366956251432897	0.006183931609926163	0.004194754186152747	0.0005162314228699608	0.007344455653275612	0.0034717369180128866	0.0	0.0	0.0022463331768783077	0.0046402792026013434	0.0010194103669631444
VCAN	0.0	0.01135087660981232	0.0022450612391186997	0.0	0.0	0.0022848122456755105	0.006160391221305254	0.004205701450785886	0.012253407139833822	0.0	0.0017154299557995574	0.001094780430539389	0.0	0.0064054811096706955
LMNB1	0.010038951793088247	0.0028931505964723534	0.002656959951414204	0.0	0.008528847017051908	0.0	0.0008352390810375046	0.006433392445016074	0.004660356592685656	0.0	0.0	0.0	0.0	0.007293531797738887
FAM13B	0.006082811672471765	0.0	0.0	0.005437973612561195	0.0023914900554862827	0.00688446717505376	0.0	0.0070235043401810845	0.0	0.007970395685108341	0.006544835410455787	0.0	0.0	0.006957607395076561
MZB1	0.0	0.004688743179820501	0.007832763051876818	0.0064738830640532225	0.0037416929148329004	0.005277502974334737	0.010002801467387985	0.0	0.0	0.0007178597781181895	0.0028383731117907988	0.002444733438609967	0.0019101058541548355	0.0006067880288478568
PCDHGA12	0.005104436308044147	0.0	0.003439605571619542	0.01206732113328028	0.0033214436627031466	0.0014960064262704315	0.0	0.0012858738920068478	0.014816603081565329	0.0005889260996268132	0.0	0.0016912279785428685	0.0	0.003044836874250125
PCDHGC3	0.009656327376050884	0.0	0.0037311592373460377	0.007128113179109444	0.0	0.0	0.0	0.0062318977428381436	0.004649285812612952	0.0033484979658723684	0.0018558804586109089	0.0	0.0037601331632582317	0.005003522863620558
YIPF5	0.005053712085401818	0.0	0.0	0.011370613554453655	0.0	0.003768871280303574	0.011228271608848466	0.0	0.0	0.007530467554101335	0.0	0.007611471157576386	0.0	0.0
DPYSL3	0.0	0.004276645547659296	0.007286418176681661	0.0	0.004225409664654679	0.006303959124885211	0.0005820113536553319	0.003373545411141283	0.005507638411010128	0.0	0.0018266182590627102	0.005834559471330001	0.012247461202007773	0.0
RPL26L1	0.0	0.004851849775742963	0.0026276181472487544	0.00025580937478466415	0.007074357658780878	0.010489722642529124	0.0004474366955711567	0.0027250005434844883	0.0014661990735577708	0.00944612082467815	0.009075462440183441	0.0	0.0	0.0
SYCP2L	0.007197085242082481	0.0015946574167379527	0.004842747768741093	0.007587459691697397	0.0	0.0	0.0	0.009986405325535278	0.0030411716676759537	0.0	0.0006128446522862133	0.0011594472685323512	0.006444341801314428	0.0025345143949777192
PPP1R10	0.0010274986839659886	0.005453545729329487	0.0	0.0021375738197973865	0.0019122016485535107	0.005847194243440165	0.005175440512903512	0.0	0.00699091644394169	0.0	0.0024475998645262192	0.0126733507042591	0.0068742734296803575	0.0
PSORS1C1	0.0	0.005959113225161748	0.007026173820244064	0.0005945018492312288	0.00354540483792274	0.001253119628036017	0.004868990710961973	0.005767135936699953	0.00010926433253606858	0.0	0.005359621189100962	0.008642774779939327	0.006135074737803667	0.0
LTA	0.0015327317161574687	0.005915004028133748	0.00518710667980183	0.0	0.0046467753101676135	0.0025070818696560897	0.0006502163880442902	0.0013953112337065315	0.010401263749171986	0.0	0.00584741526941842	0.001971693706689833	0.0089832232726753	0.0
ANKS1A	0.0	0.00982286895664784	0.004855710320099826	0.001353641851670986	0.0038443459243026738	0.001437203045165878	0.0010526082012039086	0.006299414356806725	0.002169709388282504	0.0	0.003386218294024718	0.0	0.013641470464103472	0.0
PPP2R5D	8.716936661572217e-05	0.0033890156228909853	0.0032463158629107533	0.0008427785281336067	0.006927516965684156	0.004908560708013024	0.006446034999474523	0.0	0.004251428651209872	6.2839511538439324e-06	0.012945025448850503	0.0	0.0008028367694719625	0.009782812150297812
MEA1	0.0	0.007360634911003789	0.0038029948743694697	0.0	0.0034614571126082893	0.00762561385547379	0.006575427722750111	0.0013016367252122977	0.003904135762584438	0.0	0.008253171394874565	0.0	0.0	0.008201131590034636
TRAM2	0.006712325387195634	0.0	0.008687945797349753	0.009501664030764786	0.0	0.0	0.0	0.006840443483957313	0.006712731663680964	0.00342597036271879	0.0	0.0	0.0	0.003779711495516286
ELOVL5	0.008188110564872517	0.0	0.006170123584968397	0.008975811317173956	0.0	0.0	0.0	0.007575335852652807	0.0002879608585814266	0.004767152478296268	0.0010045795896853871	0.0	0.006657540941459495	0.0016122824115328764
KHDRBS2	0.0037370280105871213	1.7588881303412253e-06	0.0009377036600134499	0.0026137504349197154	0.0	0.00243239075453549	0.0	0.014326651621371828	0.00043030892586632834	0.008491447934701243	0.0	0.015583174795797693	0.0	0.0057055973275047895
