	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15
TOGARAM2	0.003423764798809437	0.0021725832030527995	0.00224002950832437	0.001535678552347677	0.0	0.0	0.0020659636171198666	0.0	0.004382768150481104	0.0020434565270786393	0.002028177751054694	0.0	0.0039575411441383525	0.0	0.00045362514221139477
PKDCC	0.001868232887650633	0.0	0.0017876107381076913	0.0005402276141405701	0.0054510921001441415	0.0016135315530699987	0.0019476932631230025	0.0	0.005887854356193645	0.002428129663886658	0.0	0.000904557635359041	0.0019011803978169742	0.0	0.0020771661176188865
HAAO	1.864279020679418e-05	0.0005302434409042108	0.00607220457305133	0.0013079156451998863	0.0020124425572045188	0.001045081725271142	0.002736517477646903	0.0010265924162608945	0.004000077565123538	0.0001463929674183521	0.0005433608715670031	0.0	0.003658205083723487	0.0019454772744063134	0.0015490137302712934
DYNC2LI1	0.0	0.0	0.00573742183242432	0.0037807196662559624	0.0022608294012525076	0.00383829846146705	0.00042663686278508755	0.0023820609576006425	0.0	0.0015289869439376778	0.0	0.0	0.0005583195123044578	0.0035312548096927466	0.0033572522864548484
ABCG5	0.0018797624384318116	0.003151167019729737	0.0017162931669286693	0.0015850282874763715	0.0	0.002234479575972426	0.0	0.0	0.0012102950684494478	0.004278110124822861	0.006299149461885223	0.0016225466988716267	0.0007483422710589835	0.0	0.0016009431671500183
CFAP36	0.003420234117654584	0.002111015264034068	0.0009767189561242845	0.0004943366848837664	0.000935838828100778	0.0	0.0	0.008264790097736426	0.001516168813697088	0.00041263765880724735	0.003464655195557166	0.00013732011307562183	0.0010244372223162839	0.0008742729160018277	0.0004703810541325512
NFU1	0.0	3.634658539186084e-05	0.0007214900654095425	0.003061583384026445	0.003050400109518722	0.0038904568044782774	0.002311763881313089	0.0	0.001161955384037541	0.0005531006062790154	0.0014032948443150537	0.005513729918746789	0.005032777616845878	0.0	0.0024750786947179125
TLX2	0.004473746030070327	0.0	0.0010353346200999225	0.0037983038035425197	0.0	0.00026827536047536674	0.0033736045150398065	0.0003417121530467188	0.0020751202243702084	0.002021207619605924	0.0011826537222342102	0.0007020359296581279	0.0	0.004354937212210597	0.0008901007034767608
AUP1	0.0006305732951707551	0.0009913408712959315	0.0008090350770883646	0.0004025456862515069	0.003266514519257869	0.00332571963057065	0.0045952479025708265	0.0	0.002477952148807573	0.0	0.0001844329818950134	0.006168624400373928	0.002332555965714142	0.0006887632162501582	0.0019771454995689995
TACR1	0.0017847424880049947	0.0036604928197616978	0.0015737483412055606	0.0036289513007397053	0.0	0.0010829909262393587	0.00030212716266526815	0.007131513768881045	0.0	0.002817508337795366	0.0	0.0	0.0	0.002340432591443051	0.0
RNF181	0.0008884162779012683	0.00033999377440103193	0.0032667872667210833	0.0008197472714616525	0.0017206646653705787	0.0019874857504230815	0.0	0.0	0.001030128235077603	0.00954265822524815	0.0	0.001022982593968651	0.002686237141653029	0.003123578308096628	0.0018263160209617446
PTCD3	0.004186686975429248	0.0012696886492630777	0.0006070848233725773	0.003525757692721759	0.0	0.002139370909737325	0.0008043293314316713	0.0023191558883451156	0.00047208350934255857	0.003424599439827465	0.0007906393586288947	0.0010461819383459077	0.0	0.0018674767017448342	0.0021408401322514366
INPP4A	0.0	0.0003383723488961546	0.0003606199837191074	0.0	0.004440028282881906	0.004848333816974691	0.0009567484124735764	0.0016247854061696492	0.006098693778058345	0.0010021990247671806	0.001318781207266216	0.0	0.0016071562327902192	0.005476605851859191	0.0007030746585609509
IL1R2	0.0	0.00032251333128642475	0.006990176932317492	0.0029795953053474026	0.0006212479782443331	0.004786068429106356	0.0	0.0	0.0	0.002601947916635031	0.0013466931450587072	0.0008028379213955462	0.0025528132961068575	0.003045430676251186	0.0
NPHP1	0.0011168488043018436	0.0013375115512585236	0.004792392317891998	0.0011367500445647618	0.00461879350283098	0.00020726017988713822	0.0	0.0015681013621166601	0.00408975656284248	0.0023366567723187865	0.0010893233717390518	0.0	0.0	0.0025687613967537376	0.0
IL1A	0.0015799099804853281	0.0	0.0004975205904281741	0.003798204138953538	0.003701733039248833	0.0009640648274646514	0.0	0.0	0.003043083367411041	0.0016718539563751631	0.003331119068386633	0.0009022188548614878	0.0027653995572712565	0.0036966593318228393	0.0022276952239074373
TMEM185B	0.003248217591930304	0.001342992928309312	0.0	0.0	0.0005314545775329558	0.0	0.0026104044242643274	0.005313987302429761	0.003711622018429884	0.00014372358292173265	0.003929213174028403	0.0006253896180320019	0.004070179789142061	0.0	0.0
CYTIP	0.0015997676855397593	0.00130190520003003	0.0009992631733896033	0.00024141947045837426	0.0004642775268223859	0.003028904699237985	0.005866977669690261	0.002695821616274468	0.002104312931558099	0.0012461773682329589	0.0012387191741573165	0.0015719383927247739	0.001361957741832816	0.0	0.002281557748471222
SLC4A10	0.001558228383703224	0.006399581188983953	0.0	0.0045377936921657215	0.00014636720127728513	0.0	0.0	0.0	0.0	0.0017695024970729822	0.0009969884900216707	0.004675176404558482	0.0022855606046782015	0.0025184073861918427	0.0009965106393692708
DLX1	0.0	0.00027952557250993126	0.003253428617037998	0.0022011145543241483	0.0040486825843840625	0.004870427984798459	0.0	0.0015148796366897697	0.0	0.0030400095906152756	0.0007723689074454569	0.004519698084597551	0.0009371153831552486	0.0010216162447839168	0.0002181441046264776
FKBP7	0.001160936562085512	0.0	0.0013016721753911764	0.0	0.004842573662666456	0.003751712677609597	0.0017381289905364636	0.0007782774229351203	0.0017675460589811158	0.00029359497543083153	0.0	0.00127231899387496	0.0038402167059559803	0.004061872957021348	0.004521459347007714
SF3B1	0.004153725583388848	0.0	0.0032158949398628954	0.0031495541927268095	0.0	0.0017078995238602173	0.0	0.002228073099916147	0.00042869862111118314	0.0023120063978721785	0.001634031866438951	0.0022071891964670696	0.0	0.00293480819179255	0.0
PLCL1	0.0013044344445358729	0.0	0.0	0.0019109731849307865	0.0	0.003423448659669263	0.006769091346747474	0.0027602193201533287	0.0016266081923368091	8.61753094496049e-06	0.000417243225313367	0.001011838837106175	0.004374987852148308	0.0014180107085089886	0.0030454492661091803
CASP10	0.004457487450404756	0.0018163699082328591	0.0	0.0	0.0	0.0026367085315193565	0.003036093157556515	0.0009243692045434492	0.0036034296424419373	0.0	0.0012266762790387918	0.0	0.0020064569919646985	0.003595062677450974	0.002662669214445229
ABI2	0.0029908036598186327	0.0	0.0014281038788561018	0.0	0.0022204883420781692	0.0022083390489547948	0.004851869789927358	0.0033517398223625776	0.002572012519807694	0.0	0.001444245518325309	0.0014768430666615353	0.00022525589481703828	0.0014698977400962533	8.059773233776156e-05
PECR	0.0	0.001820011487743921	0.0065665121491337	0.0	0.0025921977801090924	0.0	0.0037851261414796763	0.0002885889636329299	0.0024893390653361793	0.0019021566698285274	0.003399596105069394	0.000541375194897144	0.0	0.0	0.0033369338750968143
FARSB	0.00179618714460687	0.000389953422054423	0.0021432622544482085	0.0	0.0	0.001477951389820153	0.008612493925036902	0.002806954253746917	0.00036514428105444114	0.000874212941459897	0.0017612027488035705	0.002489551620260705	0.002016727062941209	0.0005142431806471225	0.0
FBXO36	0.0	0.00011199992088521746	0.004609896670383109	0.0013180227989598016	0.004161180999253659	0.0023723623077947027	0.0	0.0031237416512440793	0.0	0.0021462008108501835	0.0019272943017449088	0.0	0.0048144744108876425	0.00263347136197	0.0
CAB39	0.0	0.0014289815465256732	0.005858258485932956	0.0	0.0025106374763687015	0.0017700438522333004	0.0007292044493702461	0.005207879557032742	0.0	0.001190351655703629	0.0003498563793122515	0.0	0.004478983519848098	0.001803318180416725	0.0014291148750171059
ARL4C	0.0009034113757555899	0.0024726608399746664	0.0	0.0	0.0037835325114013445	0.0	0.00027326655486554596	0.0008838730103125261	0.0037750970323886628	0.009103451437156953	0.0	0.0	0.002506059741752175	0.0010001415879375862	0.00500225676442716
ASB18	0.0014261525883210555	0.005469510152672365	0.0	0.0	0.0005904487624385802	0.0013183823189220811	0.0013264635869962291	0.00089373855984797	0.0	0.0034074170078155224	0.005082758567077682	0.0010371983037707354	0.0	0.004400360445179943	0.0033167064699956375
HES6	0.000479427628543849	0.0029395438230495133	0.0013497629447233822	0.002695781751596765	0.0009666109304648987	0.0	0.0	0.0	0.0062874598100116485	0.0007512434159944615	0.004266137501734685	0.0009568058359016093	0.005441304234703595	0.0014424371568508417	0.0
DUSP28	0.004456621427758789	0.00013332416851778936	0.0	0.0018974034554673687	0.0	0.0	0.0026437624820046246	0.003582678109609693	0.003345148677186252	0.001303518738479422	0.00335326084037489	0.0	0.001591285908583939	0.0026340604053174945	0.0
IL5RA	0.0003687595444082273	0.002375179113575858	0.005765446273156789	0.0006165217736824264	0.0020828221475938016	0.0006326488662808505	0.0005306133321976384	0.0022381638555221558	0.0011949721310090403	0.0	0.00025120854188355604	0.0	0.004692728051688543	0.002610069719411994	0.004537612771890972
KAT2B	0.004132169343605316	0.0	0.0	0.0007791001414216058	0.0	0.004332458799113984	0.0022339589318116702	0.0034188761431622893	0.0018262760051223777	8.797168806368734e-05	0.0006902704768773981	0.0025396227033213604	0.003892646714284381	0.0	0.0016139378330111
SLC6A20	0.0020234364363539816	0.0028925451373835	0.0	0.0	0.0018350624959679682	0.0	0.0005101184544817281	0.00042558156129870816	0.0021287792053369965	0.003573948989597365	0.0035432399127106736	0.0	0.0070966792468054995	0.0016191668580281767	0.002880201786135429
LRRC2	0.0	0.00023147161190763125	0.0011177250891134247	0.004733317407509323	0.003934649745685414	0.0002577534452561372	0.0	0.004033786769002224	0.0	0.0020216345399812876	0.0033855938403763767	0.0027726328479555904	0.003926163941870047	0.0009278608045653513	0.00014348782281926994
APEH	0.0016048925126761534	0.001158067581026878	0.001445558972418886	0.002867089979816341	0.0	0.005245765388802404	0.0012400713399555174	0.0008203516794673333	0.0	0.002514279659654903	0.0003074933961339372	0.005927639325535969	0.0004942942306598851	0.0011013496006511273	0.0017866591322512806
SLC38A3	0.003617444544856763	0.003589793674281219	0.0	0.0	5.103116016287888e-05	0.0011516181140350766	4.316874719557794e-05	0.00020527592088032722	0.0012311426837726986	0.003900636171165374	0.007098976760506831	0.0012247566602412462	0.0	0.0006118440877131262	0.0037594040177268777
RBM15B	0.0009159697096648721	0.0	0.0015602598690427935	0.0	0.0	0.0016514321654449195	0.002374285475791556	0.0029022581700831273	0.0	0.0076443952378734605	0.00460574198180821	0.0012976914444961334	0.0018827884954596395	0.004017665451079434	0.0004020647595355218
